Problem type:
least_squares
nparams:
24
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7),x(8),x(9),x(10),x(11),x(12),x(13),x(14),x(15),x(16),x(17),x(18),x(19),x(20),x(21),x(22),x(23),objective_function
   144,  2.9789e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140673275568241e-02,  1.7535819682418885e-01, -2.2162300842104260e-03, -6.2732583141404891e-04, -1.4607857956068247e-02,  1.1954600470884464e-02,  1.7816598902368478e-02, -6.9370497112958241e-03, -2.2308216579008805e-03,  1.9684518461826560e-03
   145,  2.9981e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535821172535004e-01, -2.2162300842104260e-03, -6.2732583141404891e-04, -1.4607857956068247e-02,  1.1954600470884464e-02,  1.7816598902368478e-02, -6.9370497112958241e-03, -2.2308216579008805e-03,  1.9684497352712767e-03
   146,  3.0168e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535819682418885e-01, -2.2162449853716198e-03, -6.2732583141404891e-04, -1.4607857956068247e-02,  1.1954600470884464e-02,  1.7816598902368478e-02, -6.9370497112958241e-03, -2.2308216579008805e-03,  1.9684512606590789e-03
   147,  3.0362e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535819682418885e-01, -2.2162300842104260e-03, -6.2734073257524276e-04, -1.4607857956068247e-02,  1.1954600470884464e-02,  1.7816598902368478e-02, -6.9370497112958241e-03, -2.2308216579008805e-03,  1.9684512522268141e-03
   148,  3.0549e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535819682418885e-01, -2.2162300842104260e-03, -6.2732583141404891e-04, -1.4607872857229441e-02,  1.1954600470884464e-02,  1.7816598902368478e-02, -6.9370497112958241e-03, -2.2308216579008805e-03,  1.9684509141936245e-03
   149,  3.0742e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535819682418885e-01, -2.2162300842104260e-03, -6.2732583141404891e-04, -1.4607857956068247e-02,  1.1954615372045658e-02,  1.7816598902368478e-02, -6.9370497112958241e-03, -2.2308216579008805e-03,  1.9684506834291688e-03
   150,  3.0948e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535819682418885e-01, -2.2162300842104260e-03, -6.2732583141404891e-04, -1.4607857956068247e-02,  1.1954600470884464e-02,  1.7816613803529672e-02, -6.9370497112958241e-03, -2.2308216579008805e-03,  1.9684509955390696e-03
   151,  3.1147e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535819682418885e-01, -2.2162300842104260e-03, -6.2732583141404891e-04, -1.4607857956068247e-02,  1.1954600470884464e-02,  1.7816598902368478e-02, -6.9370646124570180e-03, -2.2308216579008805e-03,  1.9684510791613125e-03
   152,  3.1336e+02,  1.4695996224384492e-01,  5.1183552857154086e-03,  4.5834356851380875e-02, -8.3163143014597693e-02,  1.7968208592345219e-01,  6.6838477671786137e-03,  1.1185012982423855e-03, -1.7287016033664442e-02,  2.4102923608195621e-02,  2.2153084119181734e-02, -7.4769678414694707e-03, -2.0512296947000999e-03,  1.4904580342443155e-01,  1.0813969967048613e-02, -3.6535673236345989e-02,  4.5140658374407047e-02,  1.7535819682418885e-01, -2.2162300842104260e-03, -6.2732583141404891e-04, -1.4607857956068247e-02,  1.1954600470884464e-02,  1.7816598902368478e-02, -6.9370497112958241e-03, -2.2308365590620743e-03,  1.9684511018625028e-03
   153,  3.1631e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609049298683477e-03
   154,  3.1925e+02,  1.3972389530401186e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609051034928793e-03
   155,  3.2227e+02,  1.3972388040285066e-01,  6.0262260813570903e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609050230265509e-03
   156,  3.2527e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434017416562053e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609069703879094e-03
   157,  3.2830e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631174615287448e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609062883355220e-03
   158,  3.3129e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314368575707105e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3608976996824945e-03
   159,  3.3431e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561405598342988e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609051976146115e-03
   160,  3.3748e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580703216612042e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609050274474210e-03
   161,  3.4048e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692972089718572e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609036582600161e-03
   162,  3.4350e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552792181180969e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609036099699501e-03
   163,  3.4646e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296395958632416e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609044960291906e-03
   164,  3.4933e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304196497219800e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609041295987328e-03
   165,  3.5241e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423561124628030e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609045958159780e-03
   166,  3.5551e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207228296273086e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609051641546909e-03
   167,  3.5850e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526107892848981e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609049467977973e-03
   168,  3.6160e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781537154881898e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609075951832631e-03
   169,  3.6460e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118124905425405e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609103331053453e-03
   170,  3.6755e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757399121315981e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3608968936683801e-03
   171,  3.7068e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256644727109365e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609048111651396e-03
   172,  3.7359e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1048000562345933e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609049319146681e-03
   173,  3.7682e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635413619417953e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609025818708599e-03
   174,  3.7985e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562849412260243e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609017937970371e-03
   175,  3.8283e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996390227340920e-02, -6.4387197500771235e-03, -2.2943311184132811e-03,  1.3609039778342377e-03
   176,  3.8576e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387346512383174e-03, -2.2943311184132811e-03,  1.3609040912717385e-03
   177,  3.8867e+02,  1.3972388040285066e-01,  6.0262111801958965e-03,  4.2434002515400859e-02, -9.8631159714126254e-02,  1.8314367085590985e-01,  9.1561256586731050e-03,  1.2580554205000104e-03, -1.8692957188557378e-02,  2.3552777280019775e-02,  2.5296381057471222e-02, -7.1304047485607862e-03, -2.2423412113016091e-03,  1.4207226806156967e-01,  1.3526092991687787e-02, -3.2781522253720705e-02,  5.4118110004264211e-02,  1.7757397631199862e-01, -1.4256495715497426e-03, -1.1047851550733995e-03, -1.3635398718256760e-02,  1.3562834511099050e-02,  1.9996375326179726e-02, -6.4387197500771235e-03, -2.2943460195744749e-03,  1.3609046132592598e-03
   178,  3.9132e+02,  1.2997889334702309e-01,  1.0663959911951775e-02,  2.7781683662188972e-02, -1.2627548296520613e-01,  1.8675285351718382e-01,  1.1872609796486187e-02,  1.2411991740095645e-03, -2.1636907145490554e-02,  2.7617316571359456e-02,  2.7856284794139360e-02, -1.6392970230622661e-03, -1.6851646433426949e-03,  1.3277453206289208e-01,  1.7083219624179625e-02, -2.1053193246086517e-02,  7.1932246760813598e-02,  1.8600031390667573e-01,  5.6470965164659246e-03, -1.1170522387973910e-03, -5.5756301287460657e-03,  1.9608434627144334e-02,  2.3040088844506434e-02, -7.9530467451006601e-04, -8.7572892874573666e-04,  3.7777327656175691e-03
   179,  3.9403e+02,  1.3633563832366111e-01,  6.2054560992147881e-03,  3.9218135321573186e-02, -1.0532643804574998e-01,  1.8515780042763086e-01,  1.0594626144890035e-02,  1.3833069762744987e-03, -1.9513577831095370e-02,  2.3236845674737480e-02,  2.6614949682555299e-02, -6.8899818654820115e-03, -2.4417097016325284e-03,  1.3869923222145741e-01,  1.4258419287412151e-02, -3.0033549788976249e-02,  5.8376765744353146e-02,  1.7924304129200513e-01, -3.9329516257040039e-04, -1.0450274367327821e-03, -1.1810207913259287e-02,  1.4656524483533490e-02,  2.1682683887430592e-02, -5.6885300155796650e-03, -2.1199793226275294e-03,  8.2756782025973814e-04
   180,  3.9678e+02,  1.3633565322482230e-01,  6.2054560992147881e-03,  3.9218135321573186e-02, -1.0532643804574998e-01,  1.8515780042763086e-01,  1.0594626144890035e-02,  1.3833069762744987e-03, -1.9513577831095370e-02,  2.3236845674737480e-02,  2.6614949682555299e-02, -6.8899818654820115e-03, -2.4417097016325284e-03,  1.3869923222145741e-01,  1.4258419287412151e-02, -3.0033549788976249e-02,  5.8376765744353146e-02,  1.7924304129200513e-01, -3.9329516257040039e-04, -1.0450274367327821e-03, -1.1810207913259287e-02,  1.4656524483533490e-02,  2.1682683887430592e-02, -5.6885300155796650e-03, -2.1199793226275294e-03,  8.2756794097227284e-04
   181,  3.9954e+02,  1.3633563832366111e-01,  6.2054710003759820e-03,  3.9218135321573186e-02, -1.0532643804574998e-01,  1.8515780042763086e-01,  1.0594626144890035e-02,  1.3833069762744987e-03, -1.9513577831095370e-02,  2.3236845674737480e-02,  2.6614949682555299e-02, -6.8899818654820115e-03, -2.4417097016325284e-03,  1.3869923222145741e-01,  1.4258419287412151e-02, -3.0033549788976249e-02,  5.8376765744353146e-02,  1.7924304129200513e-01, -3.9329516257040039e-04, -1.0450274367327821e-03, -1.1810207913259287e-02,  1.4656524483533490e-02,  2.1682683887430592e-02, -5.6885300155796650e-03, -2.1199793226275294e-03,  8.2756784325254914e-04
   182,  4.0256e+02,  1.3633563832366111e-01,  6.2054560992147881e-03,  3.9218150222734380e-02, -1.0532643804574998e-01,  1.8515780042763086e-01,  1.0594626144890035e-02,  1.3833069762744987e-03, -1.9513577831095370e-02,  2.3236845674737480e-02,  2.6614949682555299e-02, -6.8899818654820115e-03, -2.4417097016325284e-03,  1.3869923222145741e-01,  1.4258419287412151e-02, -3.0033549788976249e-02,  5.8376765744353146e-02,  1.7924304129200513e-01, -3.9329516257040039e-04, -1.0450274367327821e-03, -1.1810207913259287e-02,  1.4656524483533490e-02,  2.1682683887430592e-02, -5.6885300155796650e-03, -2.1199793226275294e-03,  8.2756839258146819e-04
   183,  4.0554e+02,  1.3633563832366111e-01,  6.2054560992147881e-03,  3.9218135321573186e-02, -1.0532645294691118e-01,  1.8515780042763086e-01,  1.0594626144890035e-02,  1.3833069762744987e-03, -1.9513577831095370e-02,  2.3236845674737480e-02,  2.6614949682555299e-02, -6.8899818654820115e-03, -2.4417097016325284e-03,  1.3869923222145741e-01,  1.4258419287412151e-02, -3.0033549788976249e-02,  5.8376765744353146e-02,  1.7924304129200513e-01, -3.9329516257040039e-04, -1.0450274367327821e-03, -1.1810207913259287e-02,  1.4656524483533490e-02,  2.1682683887430592e-02, -5.6885300155796650e-03, -2.1199793226275294e-03,  8.2756811444545982e-04
   184,  4.0833e+02,  1.3633563832366111e-01,  6.2054560992147881e-03,  3.9218135321573186e-02, -1.0532643804574998e-01,  1.8515781532879205e-01,  1.0594626144890035e-02,  1.3833069762744987e-03, -1.9513577831095370e-02,  2.3236845674737480e-02,  2.6614949682555299e-02, -6.8899818654820115e-03, -2.4417097016325284e-03,  1.3869923222145741e-01,  1.4258419287412151e-02, -3.0033549788976249e-02,  5.8376765744353146e-02,  1.7924304129200513e-01, -3.9329516257040039e-04, -1.0450274367327821e-03, -1.1810207913259287e-02,  1.4656524483533490e-02,  2.1682683887430592e-02, -5.6885300155796650e-03, -2.1199793226275294e-03,  8.2756625294509961e-04
